"time_min","std-0_bc","std-0_aligned","std-25_bc","std-25_aligned","std-50_bc","std-50_aligned","std-100_bc","std-100_aligned","std-150_bc","std-150_aligned","std-200_bc","std-200_aligned","sample-1_bc","sample-1_aligned","sample-2_bc","sample-2_aligned","sample-3_bc","sample-3_aligned","sample-4_bc","sample-4_aligned"
0,-67069.27,-67069.27,405.7,405.7,-523.57,-523.57,247.74,247.74,-356.77,-356.77,22.75,22.75,4873.08,4873.08,-599.84,-599.84,-21514.17,-21514.17,551.83,551.83
0.00833,-67727.81,-67696.63,406.23,406.22,-528.34,-528.33,248.15,248.15,-359.76,-357.11,22.78,22.74,4879.36,1950.58,-605.05,-350.98,-21694.01,-4543.91,552.77,425.04
0.01667,-66007.33,-66170.22,0.18,13.39,-413.48,-413.93,83.97,83.97,102.83,102.77,1.84,1.84,-46.32,-42.34,-177.76,210.77,6369.79,5915.65,349.56,-11.84
0.025,-60848.5,-61581.11,0.3,0.3,230.3,226.55,47.17,47.17,97.69,97.58,1.93,1.92,-43.35,-35.45,213.3,190.32,5998.86,5321.01,-12,-10.83
0.03333,-53117.84,-54581.64,1.49,1.42,216.33,216.44,41.71,41.71,91.47,91.35,1.03,1.02,-38.01,-30.29,199.89,171.33,5624.41,4764.74,-11.38,-9.97
0.04167,-44531.42,-46563.71,1.72,1.7,202.49,202.62,36.57,36.57,86.41,86.24,0.14,0.14,-34.75,-28.46,187.68,152.47,5260.33,4251.71,-10.76,-9.32
0.05,-35720.47,-38222.99,1.97,1.94,189.11,189.27,30.72,30.72,80.61,80.42,0.25,0.25,-31.71,-26.61,175.94,134.64,4912.09,3789.29,-10.21,-8.15
0.05833,-26295.76,-29418.74,0.23,0.43,177.33,177.49,26.13,26.13,75.09,74.85,0.37,0.36,-27.96,-25.93,163.75,117.46,4580.55,3368.82,-9.74,-6.73
0.06667,-16187.53,-20015.5,0.5,0.47,166.18,166.35,21.78,21.78,68.87,68.69,-0.51,-0.49,-28.47,-27.91,152.15,106.06,4268.08,2988.74,-9.36,-6.72
0.075,-5771.15,-10208.9,-0.22,-0.11,153.67,153.89,19.65,19.65,64.94,64.7,0.62,0.62,-28.27,-27.03,141.14,93.89,3973.46,2647.78,-9.08,-5.57
0.08333,4442.45,-392.39,-0.95,-0.83,142.78,142.99,16.7,16.7,60.3,60.04,0.74,0.75,-25.34,-26.32,129.7,82.41,3697.2,2341.06,-7.87,-3.62
0.09167,13952.62,9000.58,-0.68,-0.72,132.5,132.72,13.92,13.92,55.92,55.66,0.88,0.88,-25.67,-24.76,118.81,72.45,3436.71,2069.04,-6.75,-1.67
0.1,22376.02,17591.13,-0.41,-0.46,122.81,123.04,10.28,10.28,51.8,51.54,1.02,1,-27.26,-21.17,110.47,63.53,3192.31,1825.16,-6.7,-1.04
0.10833,29464.69,25102.43,0.86,0.59,112.69,112.94,8.75,8.75,47.94,47.66,0.17,0.2,-28.12,-12.79,104.64,55.28,2963.3,1606.53,-6.71,-1.7
0.11667,35122.21,31372.85,1.13,1.07,104.1,104.33,7.31,7.31,44.31,44.03,1.32,1.3,-27.25,1.69,96.3,47.28,2747.97,1414.43,-6.79,-3.07
0.125,39391.16,36359.95,1.41,1.34,97.03,97.24,5.94,5.94,40.9,40.63,0.48,0.46,-26.64,18.66,89.43,40.33,2547.6,1241.81,-4.93,-4.13
0.13333,42430.75,40128.57,2.71,2.37,90.45,90.65,4.63,4.63,37.71,37.44,-0.35,-0.35,-26.3,33.94,82.01,35.39,2360.46,1091.89,-4.12,-5.37
0.14167,44459.8,42826.96,3.04,2.95,84.33,84.54,2.36,2.36,34.72,34.45,-0.19,-0.15,-25.22,51.05,76.02,29.1,2185.86,958.05,-2.35,-4.61
0.15,45709.93,44644.73,4.4,4,77.66,77.89,1.12,1.12,31.92,31.65,0.98,0.98,-24.38,69.99,69.42,24.84,2024.11,837.35,-1.61,-3.95
0.15833,46394.76,45778.82,4.8,4.67,71.4,71.63,-1.11,-1.11,29.3,29.14,1.15,1.12,-21.77,91.57,64.19,22.02,1872.52,734.12,-0.88,-3.4
0.16667,46685.88,46410.27,6.24,5.77,65.53,65.75,-2.35,-2.35,27.85,27.58,0.32,0.33,-17.36,113.99,59.32,18.61,1730.44,643.29,-1.17,-3.53
0.175,46710.94,46686.03,5.75,5.92,61.02,61.21,-2.61,-2.61,25.55,25.41,0.5,0.47,-11.1,136.98,53.78,18.06,1599.25,562.21,-1.47,-3.8
0.18333,46556.69,46709.9,5.3,5.46,55.86,56.08,-2.89,-2.89,24.4,24.15,-0.31,-0.31,-1.93,159.49,48.56,16.86,1477.33,492.14,-2.8,-5.17
0.19167,46283.09,46570.38,5.91,5.68,52.03,52.2,-4.21,-4.21,22.4,22.02,-0.13,-0.12,9.23,182.32,44.62,14.46,1364.12,429.17,-3.14,-4.76
0.2,45931.32,46320.33,4.57,5.1,47.5,47.71,-5.56,-5.56,19.52,19.27,0.05,0.1,19.49,200.4,39.95,13.59,1258.05,373.5,-3.52,-4.21
0.20833,45516.9,45995.85,3.28,3.81,43.24,43.45,-6.97,-6.97,17.76,17.52,1.23,1.24,28.94,209.77,37.54,12.44,1160.6,323.96,-4.94,-3.61
0.21667,45052.71,45612.54,2.02,2.55,40.26,40.41,-7.45,-7.45,16.11,15.88,1.42,1.43,38.67,213.45,33.36,13.25,1072.26,281.72,-5.4,-2.17
0.225,44553.09,45181.81,1.78,1.88,35.51,35.76,-5.99,-5.99,14.56,14.34,1.61,1.57,49.79,210.99,29.4,14.52,988.57,243.4,-4.91,-1.77
0.23333,44022.84,44715.69,0.55,1.11,32,32.19,-6.59,-6.59,13.12,12.9,0.81,0.76,61.41,203.4,26.64,16.14,910.08,210.29,-4.47,-1.47
0.24167,43483.33,44220.51,-0.67,-0.09,29.69,29.82,-7.27,-7.27,11.76,11.55,0,0.01,73.62,194.38,24.07,11.39,837.35,182.64,-4.07,2.53
0.25,42915.48,43709.99,-1.89,-1.29,26.59,26.77,-8.01,-8.01,10.48,10.45,0.2,0.21,87.52,185.03,22.68,7.44,771,160.02,-3.71,5.36
0.25833,42326.83,43180.93,-2.13,-2.01,24.66,24.77,-7.83,-7.83,10.28,10.08,0.41,0.42,101.16,169.13,20.46,6.18,710.65,136.24,-3.39,2.22
0.26667,41725.54,42629.86,-2.39,-2.25,23.9,23.95,-7.73,-7.73,9.15,8.96,0.61,0.62,115.55,148.73,18.38,4.09,654.94,116.17,-3.1,0.98
0.275,41108.43,42063.54,-1.67,-2.05,21.3,21.46,-7.7,-7.7,8.09,8.09,0.82,0.7,129.71,126.23,18.45,3.07,602.54,100.48,-3.85,-0.73
0.28333,40473.02,41484.54,-1.96,-1.8,19.83,19.93,-7.75,-7.75,8.09,7.91,-0.98,-1.03,144.65,103.05,17.66,2.37,554.15,86.77,-3.63,-1.08
0.29167,39813.46,40890.36,-2.28,-2.1,18.51,18.6,-7.88,-7.88,7.14,7.17,-1.78,-1.77,158.39,80.76,16.98,2.93,510.47,75.79,-4.46,-1.19
0.3,39117.63,40277.88,-2.63,-2.43,17.3,17.38,-8.08,-8.08,7.25,7.08,-1.6,-1.52,171.94,61.97,15.43,3.94,469.23,64.42,-5.32,-1.71
0.30833,38377.11,39640.53,-4,-3.17,14.21,14.43,-7.36,-7.36,6.41,6.24,-0.43,-0.49,187.3,44.48,13.99,3.85,431.18,53.49,-5.24,-1.27
0.31667,37575.15,38968.65,-4.41,-4.15,12.21,12.36,-6.72,-6.72,5.61,5.44,-1.26,-1.25,198.5,28.67,13.66,3.87,395.08,45.06,-4.2,-0.75
0.325,36708.71,38253.73,-4.86,-4.57,11.32,11.38,-7.14,-7.14,4.85,4.69,-1.11,-1.18,205.54,19.31,13.42,3.79,362.71,38.2,-4.21,-0.48
0.33333,35774.45,37482.86,-4.35,-4.68,10.5,10.57,-5.62,-5.62,4.13,4.2,-1.98,-1.97,210.43,12.1,12.28,2.39,331.87,33.37,-4.26,-0.25
0.34167,34741.71,36653.43,-4.89,-4.53,8.77,8.91,-5.17,-5.17,4.44,4.53,-1.85,-1.77,213.18,7.35,13.23,2.06,303.37,28.29,-3.34,0.26
0.35,33597.57,35762.22,-3.47,-4.44,8.11,8.16,-4.77,-4.77,4.79,4.65,-0.75,-0.74,213.78,5.46,13.27,1.75,279.02,23.77,-2.46,0.23
0.35833,32347.75,34778.38,-3.09,-3.35,7.51,7.56,-4.41,-4.41,4.17,3.78,-0.65,-0.56,211.24,8.03,14.4,1.1,254.66,21.46,-1.61,-0.02
0.36667,30992.75,33692.35,-3.74,-3.27,4.97,5.19,-5.11,-5.11,2.58,2.69,0.45,0.45,206.55,13.1,16.61,3.67,232.14,18.36,-1.77,-0.28
0.375,29537.74,32510.45,-3.43,-3.65,4.48,4.52,-4.85,-4.85,3.02,2.88,0.54,0.55,201.69,20.73,15.89,4.23,212.32,15.25,-1.95,-0.25
0.38333,27981.68,31233.28,-3.15,-3.36,3.03,3.16,-4.64,-4.64,2.48,2.34,0.63,0.64,195.66,31.81,12.25,3.21,194.06,13.41,-1.15,-0.72
0.39167,26320.26,29864.91,-2.9,-3.09,2.62,2.66,-5.49,-5.49,1.96,1.83,0.73,0.64,190.43,48.32,8.69,2.27,178.25,10.64,1.66,-0.54
0.4,24564.99,28405.22,-2.68,-2.85,3.24,3.18,-6.38,-6.38,1.46,0.78,-0.18,-0.17,183.98,68.98,7.2,1.39,164.77,8.7,5.48,0.63
0.40833,22728.21,26851.13,-2.48,-2.64,3.88,3.82,-7.34,-7.34,-1.03,-1.17,-0.09,-0.17,174.3,92.51,6.77,0.54,150.52,6.65,5.34,0.35
0.41667,20809.13,25208.94,-1.31,-2.26,3.56,3.6,-6.37,-6.37,-1.52,-1.38,-0.99,-0.89,162.35,120.71,5.41,-0.29,135.41,5.45,3.23,0.07
0.425,18829.88,23489.01,-1.15,-1.28,3.27,3.3,-7.46,-7.46,-1.03,-0.88,0.09,0.1,149.1,152.34,4.1,-0.47,122.34,4.56,1.16,0.81
0.43333,16808.55,21694.86,-1.01,-1.13,3.01,3.03,-7.63,-7.63,-0.54,-0.09,0.18,0.19,135.52,187.74,3.83,0.04,111.24,4.46,1.1,0.56
0.44167,14759.26,19837.07,-1.88,-1.13,1.77,1.89,-6.86,-6.86,0.95,1.1,0.27,0.27,120.58,225.75,2.6,1.21,102.04,3.64,0.05,0
0.45,12701.2,17932.84,-1.77,-1.87,1.54,1.57,-6.16,-6.16,1.45,1.92,0.35,0.36,106.25,267.91,2.4,-0.6,92.68,1.9,-1,-1.88
0.45833,10653.64,15996.11,-1.67,-1.76,0.33,0.46,-4.52,-4.52,2.96,2.81,0.44,0.35,91.48,309.96,2.23,-0.72,85.08,1.23,-1.05,-0.64
0.46667,8650.96,14040.76,-1.59,-1.66,-0.88,-0.75,-3.93,-3.93,2.49,2.98,-0.47,-0.46,78.25,329.1,3.09,-1.26,78.2,0.58,-1.12,-0.51
0.475,6711.39,12083.3,-1.53,-1.59,-2.1,-1.96,-3.37,-3.37,4.04,4.55,-0.38,-0.48,66.53,303.61,3.97,-1.24,71.99,-0.04,-1.19,-0.82
0.48333,4854.49,10144.08,-1.47,-1.52,-2.33,-2.31,-2.86,-2.86,5.61,6.14,-1.3,-1.3,55.28,199.76,3.9,-2.56,64.42,-0.23,-2.28,-1.16
0.49167,3101.45,8249.27,-0.43,-1.43,-2.59,-2.56,-2.37,-2.37,7.2,7.75,-1.23,-1.11,44.48,23.23,3.85,-3.02,57.43,-0.36,-1.38,-0.52
0.5,1456.21,6414.73,0.6,-0.41,-2.88,-2.84,-2.91,-2.91,8.82,8.7,-0.17,-0.05,34.07,-191.48,3.85,-3.39,50.99,-1.96,-1.5,-0.91
0.50833,-69.19,4657.4,0.64,0.6,-4.19,-4.04,-4.49,-4.49,8.47,8.7,0.89,0.9,24.99,-390.3,3.89,-3.2,46.06,-2.65,-0.63,-2.67
0.51667,-1462.32,2994.36,0.69,0.64,-4.55,-4.5,-6.11,-6.11,9.14,8.67,0.95,0.84,20.18,-528.03,3.96,-4.42,41.59,-3.42,-0.77,-3.81
0.525,-2722.74,1429.14,1.74,0.68,-5.95,-5.78,-5.78,-5.78,7.83,7.73,0.01,-0.11,15.58,-558.05,3.07,-5.3,37.53,-3.27,-0.91,-4.4
0.53333,-3844.84,-24.06,1.8,1.69,-6.41,-6.35,-4.5,-4.5,7.55,7.09,-0.94,-1.06,11.13,-487.83,2.2,-6.16,34.85,-4.2,-0.07,-5.1
0.54167,-4832.73,-1355.15,2.87,1.8,-6.93,-6.86,-3.26,-3.26,6.3,5.84,-1.89,-1.89,7.81,-342.81,2.37,-6.18,31.51,-5.25,-0.22,-5.94
0.55,-5689.18,-2566.12,3.96,2.8,-7.52,-7.44,-3.07,-3.07,5.06,4.98,-1.86,-1.86,6.58,-186.89,1.55,-7.61,28.49,-6.43,-0.38,-7.94
0.55833,-6414.7,-3652.29,2.07,3.87,-7.18,-7.22,-3.91,-3.91,4.85,4.39,-1.85,-1.85,5.42,-59.36,1.75,-9.58,24.76,-7.78,0.46,-9.14
0.56667,-7014.53,-4616.45,2.19,2.27,-6.91,-6.94,-4.79,-4.79,3.66,3.59,-1.85,-1.73,6.34,20.41,0.97,-10.8,23.27,-8.77,0.3,-9.84
0.575,-7497.66,-5461.13,2.32,2.17,-6.71,-6.73,-4.71,-4.71,3.49,3.43,-0.87,-0.88,9.33,47.57,1.21,-12.24,22.02,-8.4,0.14,-8.75
0.58333,-7870.96,-6187.17,3.48,2.31,-7.58,-7.46,-4.68,-4.68,3.34,3.28,-0.9,-0.91,12.42,6.98,3.46,-12.81,19.99,-1.5,-0.02,1.99
0.59167,-8142.19,-6798.02,4.66,3.3,-8.52,-8.39,-4.69,-4.69,3.2,2.75,-0.94,-0.81,16.64,-90.95,4.74,-12.48,18.15,16.27,-0.17,-27.29
0.6,-8322.14,-7300.4,6.85,4.45,-8.55,-8.54,-4.75,-4.75,2.08,1.62,0.02,0.01,22.04,-237.14,4.07,-8.6,15.5,53.05,-0.33,-21.94
0.60833,-8416.65,-7700.87,7.07,6.44,-8.66,-8.64,-4.86,-4.86,0.97,0.93,-0.03,-0.04,28.67,-395.18,3.43,10.08,15,-43.73,-0.49,-22.01
0.61667,-8437.76,-8005.77,7.31,7.02,-7.85,-7.96,-5.02,-5.02,0.88,0.84,-0.08,-0.23,37.61,-524.17,2.82,56.26,13.65,-26.66,0.34,-23.16
0.625,-8383.72,-8223.12,6.57,7.26,-8.12,-8.08,-4.22,-4.22,0.79,0.75,-1.14,-1.15,48.93,-103.87,2.24,-53.57,11.44,-17.28,-0.82,-26.25
0.63333,-8273.11,-8360.17,5.86,6.75,-7.47,-7.57,-4.47,-4.47,0.71,0.24,-1.21,-1.36,61.74,-139.15,1.68,-34.89,10.34,-12.01,-0.99,-38.79
0.64167,-8115.94,-8424.15,5.18,6.04,-7.89,-7.83,-5.77,-5.77,-0.37,0.04,-2.29,-2.3,75.14,-172.2,1.14,-33.16,9.34,-18.25,-0.17,-76.97
0.65,-7915.72,-8421.13,4.52,5.36,-7.39,-7.47,-5.12,-5.12,0.56,0.53,-2.39,-2.55,90.23,-205.93,0.61,-49.96,7.43,-45.36,0.66,-168.48
0.65833,-7681.55,-8354.92,5.89,4.71,-5.96,-6.18,-5.52,-5.52,0.49,0.46,-3.51,-3.69,107.08,-252.39,0.09,-93.81,6.61,-110.21,0.48,-347.73
0.66667,-7428.2,-8239.63,6.28,5.47,-4.59,-4.8,-4.97,-4.97,0.43,0.86,-4.67,-4.4,125.76,-332.13,-0.43,-175.35,5.84,-227.82,0.31,-624.06
0.675,-7160.24,-8082.77,6.7,6.15,-4.27,-4.32,-4.47,-4.47,1.37,1.34,-2.86,-2.59,145.35,-438.91,-0.95,-304.82,5.14,-404.49,0.15,-904.31
0.68333,-6879.03,-7888.01,7.14,6.56,-3.99,-4.03,-4.01,-4.01,1.31,0.82,-1.08,-0.8,166.92,-458.42,0.52,-470.97,4.49,-610.83,-0.02,-926.02
0.69167,-6585.83,-7663.56,6.62,6.99,-3.75,-3.79,-3.59,-3.59,0.26,-0.72,0.69,0.81,189.57,-26.92,0,-621.07,4.89,-778.29,0.82,-220.4
0.7,-6284.76,-7421.86,6.12,6.81,-3.56,-3.59,-2.21,-2.21,-1.8,-2.31,1.46,1.59,213.39,1555.8,1.48,-628.32,4.34,-810.76,0.66,1852.04
0.70833,-5982.88,-7166.58,5.64,6.31,-5.4,-5.1,-0.84,-0.84,-2.87,-2.91,2.24,2.37,237.46,5114.28,0.96,-275.16,3.82,-612.84,0.51,5851.78
0.71667,-5682.24,-6899,6.2,5.83,-5.29,-5.31,1.52,1.52,-2.96,-3.02,3.03,3.16,264.89,10926.07,-0.54,726.13,3.35,-101.58,0.36,11451.54
0.725,-5380.87,-6620.52,7.77,5.97,-5.24,-5.25,1.87,1.87,-3.08,-3.15,3.83,3.79,292.78,18734.5,-1.06,2650.68,1.9,807.5,-0.79,17992.03
0.73333,-5085.79,-6334.64,8.38,7.09,-6.24,-6.07,2.24,2.24,-3.23,-2.81,3.63,3.77,317.22,27763.66,-0.57,5363.03,1.48,2199.08,-1.95,24701.92
0.74167,-4789.08,-6047.19,8.01,8.11,-7.3,-7.12,3.61,3.61,-2.41,-2,4.45,4.43,330.33,36977.33,-1.1,8453.36,1.07,3950.37,-1.11,30856.81
0.75,-4490.79,-5760.52,6.67,8.18,-7.44,-7.41,3.99,3.99,-1.6,-1.2,4.29,4.43,326.19,45416.61,-1.64,11508.04,0.67,5694.6,-0.29,35894.71
0.75833,-4200,-5473.6,5.35,7.31,-7.64,-7.61,3.37,3.37,-0.82,-0.94,5.13,4.93,300.87,52461.5,-1.19,14196.66,0.28,7154.53,-0.47,39500.42
0.76667,-3912.83,-5190.55,5.05,6,-7.93,-7.88,2.77,2.77,-1.05,-1.71,3.99,3.79,244.4,57835.84,-2.76,16313.13,-0.11,8187.88,-0.66,41619.43
0.775,-3627.43,-4908.47,4.77,5.2,-9.29,-9.05,2.17,2.17,-2.29,-1.9,2.86,2.66,152.63,61474.24,-2.35,17767.37,-0.5,8771.13,-0.86,42411.27
0.78333,-3343.96,-4624.93,4.51,4.91,-10.75,-10.49,1.58,1.58,-1.55,-0.08,1.73,1.54,33.97,63388.07,-2.96,18560.37,0.11,8968.34,-1.06,42148.9
0.79167,-3061.61,-4344.54,3.26,4.65,-12.32,-12.03,0,0,1.18,1.58,0.62,0.42,-98.54,63615.1,-3.61,18752.45,-0.28,8895.3,-1.28,41133.86
0.8,-2779.59,-4069.16,3.04,3.96,-13,-12.88,-1.59,-1.59,1.91,0.66,-0.48,-0.69,-236.08,62272.2,-3.29,18445.42,-1.68,8695.05,-0.5,39634.95
0.80833,-2499.13,-3796.31,1.82,3.17,-12.81,-12.85,-3.2,-3.2,-0.36,-1.63,-1.6,-1.62,-361.88,59592.34,-3,17756.81,-2.09,8556.3,-0.73,37868.1
0.81667,-2226.49,-3525.11,1.62,2.54,-13.75,-13.57,-3.83,-3.83,-2.64,-3.37,-1.72,-1.75,-467.05,55902.49,-3.74,16807.49,-2.53,8498.33,-0.98,35963.28
0.825,-1961.99,-3255.41,1.43,1.74,-13.83,-13.81,-4.5,-4.5,-3.95,-3.57,-1.86,-1.7,-537.55,51564.64,-4.52,15709.55,-2.99,8717.22,-2.23,33943.46
0.83333,-1712.07,-2986.52,0.24,1.55,-15.04,-14.81,-5.22,-5.22,-3.28,-4.07,-1.02,-1.24,-566.01,46908.8,-5.35,14573.43,-3.47,8936.12,-3.51,31757.65
0.84167,-1485.32,-2718.19,0.06,1,-16.41,-16.14,-4.98,-4.98,-4.66,-4.9,-2.19,-2.22,-548.69,42187.97,-5.23,13487.32,-2.99,9240.57,-3.82,29336.85
0.85,-1286.55,-2452.35,-1.13,0.18,-17.94,-17.64,-5.79,-5.79,-5.08,-5.94,-2.38,-2.42,-492.45,37586.13,-6.16,12517.18,-3.54,9555.08,-4.17,26661.07
0.85833,-1120.86,-2193.62,-1.32,-0.33,-20.66,-20.11,-6.67,-6.67,-6.55,-7.46,-2.59,-2.84,-406.84,33233.32,-6.15,11695.44,-4.13,9861,-4.56,23797.33
0.86667,-1000.68,-1942.76,-2.54,-1.19,-21.57,-21.38,-8.61,-8.61,-8.09,-8.45,-3.84,-4.1,-308.12,29222.55,-6.2,11024.51,-4.76,10164.64,-4.99,20891.7
0.875,-929.84,-1705.36,-2.77,-1.68,-23.69,-23.26,-9.64,-9.64,-8.7,-8.52,-5.13,-5.39,-208.43,25623.9,-7.32,10494.92,-5.44,10359.46,-5.47,18113.35
0.88333,-902.64,-1489.35,-4.04,-2.6,-24.05,-23.97,-10.77,-10.77,-8.4,-9.48,-6.46,-6.54,-119.88,22483.51,-8.51,9559.1,-6.17,10504.06,-6.01,15589.72
0.89167,-921.79,-1299.49,-5.35,-3.1,-23.63,-23.71,-10.99,-10.99,-10.19,-10.73,-6.86,-6.95,-47.64,19843.8,-9.79,9400.07,-6.96,10490.68,-7.62,13358.91
0.9,-982.45,-1139.49,-7.71,-4.36,-22.43,-22.68,-12.33,-12.33,-11.07,-11.69,-7.33,-7.64,5.95,17743.76,-10.16,9241.04,-7.82,10362.4,-8.29,11384.74
0.90833,-1075.13,-1019.88,-10.16,-5.89,-19.44,-20.08,-13.8,-13.8,-12.07,-13.39,-8.86,-8.99,39.4,16150.84,-11.63,9082.02,-8.76,10092.64,-9.05,9610.37
0.91667,-1188.66,-944.51,-10.7,-8.23,-15.64,-16.45,-14.39,-14.39,-14.19,-14.35,-9.49,-9.43,48.01,14913.99,-12.22,8857.32,-8.78,9665.65,-9.89,8023
0.925,-1309.08,-909.56,-12.34,-10.26,-8.97,-10.41,-17.14,-17.14,-14.44,-15.33,-9.2,-9.16,31.87,13809.71,-12.92,8632.62,-8.87,9150.12,-9.82,6693.79
0.93333,-1439.52,-916.01,-15.12,-10.99,-0.38,-2.25,-20.06,-20.06,-15.84,-16.2,-9.01,-9.41,-8.18,12657.03,-12.75,8407.93,-6.03,8482.81,-9.84,4806.02
0.94167,-1570.22,-961.27,-17.04,-12.79,8.18,6.3,-21.18,-21.18,-16.4,-17.51,-10.91,-11.13,-72.52,11342.54,-12.69,8100.68,-0.21,7780.54,-6.92,4755.79
0.95,-1690.39,-1038.39,-19.12,-15.4,13.77,12.53,-21.49,-21.49,-18.12,-18.71,-11.92,-12.17,-157.76,11180.58,-11.74,7793.42,9.65,6980.39,1.99,4705.55
0.95833,-1796.17,-1138.28,-18.38,-17.31,18.41,17.37,-23.02,-23.02,-19.02,-19.73,-13.05,-13.1,-255.66,11018.63,-7.87,7486.17,26.68,6177.02,-27.29,4655.32
0.96667,-1885.56,-1249.94,-17.81,-19.04,21.11,20.5,-22.77,-22.77,-20.11,-20.29,-13.3,-13.16,-357.12,10856.67,1.98,7097.56,53.05,5356.5,-21.94,4605.09
0.975,-1951.43,-1369.28,-15.41,-18.32,20.87,20.92,-23.75,-23.75,-20.39,-21.39,-12.68,-12.79,-451.02,10694.72,21.95,6708.94,-43.73,4539.38,-22.01,4554.85
0.98333,-1994.4,-1493.66,-11.15,-17.62,17.69,18.42,-23.96,-23.96,-21.88,-22.35,-13.18,-12.88,-524.17,10532.76,56.26,6320.33,-26.66,3783.66,-23.16,4504.62
0.99167,-2014.9,-1614.31,-3.99,-15.13,13.59,14.54,-23.41,-23.41,-22.58,-23.9,-11.82,-11.76,-103.87,10370.81,-53.57,5875.01,-17.28,3027.95,-26.25,4454.39
1,-2014.14,-1724.19,3.11,-10.8,7.54,8.95,-24.1,-24.1,-24.52,-26.71,-11.57,-12,-139.15,10208.85,-34.89,5429.68,-12.01,2379.06,-38.79,4404.15
1.00833,-1990.11,-1820.5,8.15,-3.76,0.54,2.19,-26.03,-26.03,-27.71,-29.41,-13.45,-14.15,-172.2,10046.9,-33.16,4984.36,-18.25,1736.1,-76.97,4353.92
1.01667,-1938.6,-1900.37,16.35,3.19,-6.46,-4.8,-27.22,-27.22,-30.17,-32.8,-16.48,-16.98,-205.93,9884.94,-49.96,4522.78,-45.36,1196.68,-168.48,4308.22
1.025,-1883.19,-1959.05,17.69,8.15,-14.54,-12.61,-30.7,-30.7,-33.93,-36.82,-18.66,-19.22,-252.39,9708.08,-93.81,4061.21,-110.21,676.68,-347.73,4303.37
1.03333,-1831.41,-1997.06,17.18,16.35,-22.77,-20.79,-35.48,-35.48,-38.03,-40.5,-21.03,-22.11,-332.13,9529.74,-175.35,3599.64,-227.82,235.2,-624.06,4298.51
1.04167,-1774.71,-2014.83,12.76,17.69,-30.2,-28.4,-39.62,-39.62,-41.5,-42.12,-25.62,-26.29,-438.91,9351.39,-304.82,3168.46,-404.49,-178.24,-904.31,4293.66
1.05,-1712.55,-2013.28,7.36,17.18,-34.92,-33.76,-44.13,-44.13,-42.37,-41.83,-28.45,-28.47,-458.42,9173.05,-470.97,2737.28,-610.83,-541.43,-926.02,4288.8
1.05833,-1647.31,-1990.39,2.99,12.76,-35.94,-35.69,-45.06,-45.06,-41.63,-38.46,-28.53,-27.89,-26.92,8994.7,-621.07,2306.11,-778.29,-875.33,-220.4,4283.94
1.06667,-1579.36,-1941.64,6.61,7.36,-33.29,-33.95,-41.4,-41.4,-37.27,-30.65,-25.87,-23.82,1555.8,8816.35,-628.32,1949.86,-810.76,-1180.14,1852.04,4279.09
1.075,-1511.04,-1889.09,17.24,2.99,-23.91,-26.26,-33.11,-33.11,-28.24,-18.06,-17.43,-14.17,5114.28,8638.01,-275.16,1593.61,-612.84,-1458.78,5851.78,4274.23
1.08333,-1443.68,-1839.37,38.88,6.61,-8.74,-12.57,-22.13,-22.13,-14.46,-2.06,-4.12,-0.11,10926.07,8459.66,726.13,1237.37,-101.58,-1719.67,11451.54,4269.38
1.09167,-1376.63,-1786.12,70.51,17.24,9.36,4.76,-10.36,-10.36,2.19,16.19,12.15,16.96,18734.5,8281.31,2650.68,989.5,807.5,-1956.16,17992.03,4264.52
1.1,-1312.23,-1728,111.14,38.88,29.51,24.35,1.31,1.31,20.85,32.78,31.5,36.38,27763.66,8100.14,5363.03,741.63,2199.08,-2179.46,24701.92,4268.62
1.10833,-1250.85,-1666.61,154.77,70.51,48.81,43.83,10.98,10.98,36.63,45.74,51,55.47,36977.33,7918.33,8453.36,493.76,3950.37,-2374.18,30856.81,4308.55
1.11667,-1192.89,-1602.68,198.41,111.14,62.29,58.79,18.73,18.73,48.59,53.33,68.7,72.24,45416.61,7736.52,11508.04,377.99,5694.6,-2558.3,35894.71,4348.47
1.125,-1139.78,-1537.72,237.04,154.77,70,67.98,23.64,23.64,54.76,55.85,82.61,84.45,52461.5,7554.71,14196.66,262.22,7154.53,-2702.66,39500.42,4388.4
1.13333,-1092,-1473.18,265.67,198.41,70.93,70.69,26.74,26.74,56.17,52.01,89.77,89.87,57835.84,7372.9,16313.13,146.45,8187.88,-2840.25,41619.43,4428.32
1.14167,-1047.06,-1409.16,283.3,237.04,66.12,67.4,25.05,25.05,50.83,42.13,90.17,88.26,61474.24,7191.1,17767.37,1153.24,8771.13,-2920.38,42411.27,4468.25
1.15,-1004.53,-1346.52,289.94,265.67,54.56,57.66,20.57,20.57,39.74,28.02,82.82,79.13,63388.07,7009.29,18560.37,1850.37,8968.34,-3000.5,42148.9,4508.18
1.15833,-968,-1286.44,289.57,283.3,42.27,45.59,12.27,12.27,24.9,10.85,68.74,63.77,63615.1,6827.48,18752.45,3036.41,8895.3,-143.76,41133.86,4548.1
1.16667,-938.1,-1229.24,282.2,289.94,29.23,32.78,1.05,1.05,7.24,-7.68,49.9,44.16,62272.2,6645.67,18445.42,4575.06,8695.05,71.41,39634.95,4588.03
